pair,cdt,sub_id,dist,length,pcmi,sig_mi,pcgc,sig_pcgc,pcte,smvgc
OF,Rest,ArLa,-14.624516,49.347034,5.5109855976454014e-05,0.0,0.00010884090513907374,0.0,0.01962802926125097,"[8.35728240e-05 8.36259393e-05 8.37850673e-05 ... 8.34108905e-06
 8.33963315e-06 8.33914786e-06]"
FF,Rest,ArLa,-9.278754,54.692796,5.2955930025078146e-05,0.0,0.0007663704069600374,0.0,0.13820484820066284,[0.00528328 0.00528172 0.00527707 ... 0.00026778 0.00026777 0.00026777]
FF,Rest,ArLa,1.835109,65.806659,0.0007556683968008571,0.0,0.00042193387513944636,0.0,0.07609023865584279,[0.0021519  0.00215089 0.00214785 ... 0.00018008 0.00018008 0.00018008]
OF,Rest,ArLa,12.212064999999999,76.183615,0.00429707562622994,1.0,0.0006092194578419807,0.0,0.10986473633021106,"[2.94439387e-03 2.93627120e-03 2.91214817e-03 ... 4.86668356e-05
 4.86685392e-05 4.86691070e-05]"
RF,Rest,ArLa,-76.97805,28.936583999999996,0.0015550272454856184,1.0,0.0003830974282765798,0.0,0.06908659499399213,[0.00500676 0.00500423 0.00499663 ... 0.00014985 0.00014985 0.00014985]
OF,Rest,ArLa,-73.945358,25.903892,0.00019982472275081875,0.0,0.0003379725534442546,0.0,0.06094891585132578,"[2.75910213e-04 2.76097130e-04 2.76657057e-04 ... 1.47915227e-05
 1.47880823e-05 1.47869355e-05]"
FF,Rest,ArLa,-63.97155,15.930084,0.002067775599359223,1.0,0.0007057829852417097,0.0,0.12727870159400287,[0.00186748 0.00186713 0.00186608 ... 0.00067641 0.0006764  0.0006764 ]
RF,Rest,ArLa,-46.029041,2.0124250000000004,0.001850757376278267,1.0,0.0008765830531041185,0.0,0.15808025295507733,[0.00510578 0.00510377 0.00509774 ... 0.00098777 0.00098777 0.00098777]
OF,Rest,ArLa,-40.257335999999995,7.784130000000005,0.00016307546977145648,0.0,0.0004378549708818902,0.0,0.07896139938998556,"[1.66570754e-03 1.66542206e-03 1.66456643e-03 ... 3.30135735e-06
 3.30085829e-06 3.30069194e-06]"
FF,Rest,ArLa,-37.061943,10.979523,0.0010922346173050101,1.0,0.00021852077615203136,0.0,0.03940735501071786,[0.00137256 0.00137188 0.00136987 ... 0.00017929 0.00017929 0.00017929]
OF,Rest,ArLa,-34.027912,14.013554,0.00027634289477518337,0.0,0.00046996117084119327,0.0,0.08475133132287005,"[3.60386298e-05 3.60943789e-05 3.62615202e-05 ... 3.03331195e-04
 3.03331949e-04 3.03332201e-04]"
FF,Rest,ArLa,-27.230452000000003,20.811013999999997,0.0003663718370088276,0.0,0.0003193378663268742,0.0,0.057588394514730516,"[1.67427539e-03 1.67405053e-03 1.67337652e-03 ... 3.71868385e-05
 3.71859325e-05 3.71856305e-05]"
FF,Rest,ArLa,-27.06185,20.979616,0.0058238300696835665,1.0,0.0007809034882710897,0.0,0.14082569874269923,"[9.08610089e-03 9.08293226e-03 9.07343882e-03 ... 1.35127588e-05
 1.35117128e-05 1.35113641e-05]"
OF,Rest,ArLa,-23.057302,24.984164,0.0017885798727572677,1.0,0.000263380571576155,0.0,0.04749723055992744,[0.00082263 0.00082236 0.00082157 ... 0.00023864 0.00023863 0.00023863]
OF,Rest,ArLa,-20.780144,27.261322,0.0009353679128505377,1.0,0.0009282451316294793,0.0,0.1673968310163966,[0.00389444 0.00389359 0.00389106 ... 0.00010593 0.00010592 0.00010592]
OF,Rest,ArLa,-16.004959,32.036507,1.3122499886719652e-07,0.0,0.00039702200798985565,0.0,0.07159771025634289,[0.00113499 0.0011347  0.00113384 ... 0.0001238  0.0001238  0.0001238 ]
OF,Rest,ArLa,-15.924253,32.117213,9.95434214701163e-06,0.0,0.00016541210181841848,0.0,0.02982990237455658,"[1.58563399e-04 1.58454177e-04 1.58127259e-04 ... 5.18823710e-05
 5.18823052e-05 5.18822833e-05]"
OF,Rest,ArLa,-14.624516,33.41695,6.400931529171316e-05,0.0,0.0010939857562168864,0.0,0.19728597816215807,[0.00708098 0.00707895 0.00707285 ... 0.00029511 0.00029511 0.00029511]
FF,Rest,ArLa,-9.278754,38.762712,0.002158923572336491,1.0,5.871729796602665e-05,0.0,0.010588894323748283,"[1.89610418e-04 1.89581208e-04 1.89493703e-04 ... 1.67438701e-06
 1.67391979e-06 1.67376405e-06]"
